time, x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, x_meas, y_meas, sensor, nis
1477010455200000, -2.7166, 7.1024, -1.7379, -4.8993, -2.7675, 7.1282, -1.8179, -4.8499, -2.7987, 7.0640, L, 0.2944
1477010455250000, -2.8033, 6.8573, -1.7296, -4.9029, -2.8232, 6.8958, -1.6956, -4.8828, -2.7941, 7.2082, R, 1.8203
1477010455300000, -2.8896, 6.6121, -1.7230, -4.9057, -2.8542, 6.6967, -1.5398, -4.7981, -2.7465, 6.8687, L, 2.4278
1477010455350000, -2.9756, 6.3668, -1.7180, -4.9077, -2.9060, 6.4829, -1.4814, -4.6700, -2.5767, 6.3675, R, 3.5120
1477010455400000, -3.0614, 6.1214, -1.7146, -4.9091, -2.9604, 6.2497, -1.4136, -4.6693, -2.9022, 6.2299, L, 0.2177
1477010455450000, -3.1471, 5.8759, -1.7130, -4.9098, -3.0845, 5.9973, -1.5133, -4.7514, -3.5017, 6.1080, R, 3.8063
1477010455500000, -3.2327, 5.6304, -1.7129, -4.9097, -3.1751, 5.7176, -1.5356, -4.8361, -3.1778, 5.5310, L, 1.9006
1477010455550000, -3.3184, 5.3850, -1.7146, -4.9089, -3.2860, 5.4696, -1.6425, -4.7905, -3.1974, 5.1909, R, 2.1769
1477010455600000, -3.4042, 5.1395, -1.7179, -4.9074, -3.3887, 5.2043, -1.6913, -4.8455, -3.4303, 5.1051, L, 0.6677
1477010455650000, -3.4903, 4.8942, -1.7228, -4.9052, -3.4542, 4.9590, -1.6177, -4.8798, -3.4281, 4.9464, R, 0.2906
1477010455700000, -3.5766, 4.6490, -1.7294, -4.9023, -3.5787, 4.6714, -1.7200, -4.9816, -3.6944, 4.5220, L, 2.1033
1477010455750000, -3.6633, 4.4040, -1.7376, -4.8987, -3.6898, 4.4165, -1.8265, -4.9422, -3.5050, 4.1764, R, 2.0328
1477010455800000, -3.7504, 4.1591, -1.7475, -4.8943, -3.8318, 4.1369, -1.9600, -5.0221, -4.0024, 4.0468, L, 2.1674
1477010455850000, -3.8381, 3.9145, -1.7590, -4.8892, -3.9064, 3.8988, -1.8666, -5.0252, -4.0645, 4.1098, R, 1.4175
1477010455900000, -3.9263, 3.6702, -1.7721, -4.8833, -3.9737, 3.6727, -1.8045, -4.9622, -3.8805, 3.7518, L, 0.8596
1477010455950000, -4.0153, 3.4262, -1.7869, -4.8767, -4.0685, 3.4756, -1.8456, -4.8256, -4.2373, 3.8888, R, 4.1090
1477010456000000, -4.1051, 3.1825, -1.8032, -4.8692, -4.1597, 3.2318, -1.8509, -4.8278, -4.1512, 3.2197, L, 0.0117
1477010456050000, -4.1957, 2.9392, -1.8211, -4.8610, -4.2776, 2.9732, -1.9490, -4.8510, -4.2747, 2.8819, R, 0.6764
1477010456100000, -4.2873, 2.6963, -1.8406, -4.8520, -4.3709, 2.6945, -1.9589, -4.9219, -4.3245, 2.5503, L, 1.2625
1477010456150000, -4.3798, 2.4539, -1.8617, -4.8422, -4.4555, 2.4463, -1.9175, -4.9278, -4.3848, 2.3999, R, 0.2395
1477010456200000, -4.4735, 2.2120, -1.8844, -4.8315, -4.5629, 2.1764, -1.9489, -4.9845, -4.6122, 2.0919, L, 0.5394
1477010456250000, -4.5684, 1.9707, -1.9085, -4.8199, -4.6710, 1.9481, -2.0692, -4.9059, -4.2926, 1.9285, R, 3.9570
1477010456300000, -4.6644, 1.7300, -1.9342, -4.8075, -4.7909, 1.6665, -2.1229, -4.9894, -4.8683, 1.5344, L, 1.3119
1477010456350000, -4.7619, 1.4899, -1.9614, -4.7942, -4.9141, 1.4154, -2.2149, -4.9836, -4.9816, 1.4361, R, 0.3256
1477010456400000, -4.8607, 1.2505, -1.9901, -4.7799, -4.9699, 1.1922, -2.1402, -4.8883, -4.6678, 1.2864, L, 5.3044
1477010456450000, -4.9609, 1.0118, -2.0202, -4.7647, -5.0616, 0.9851, -2.1122, -4.7835, -4.9859, 1.1089, R, 1.2037
1477010456500000, -5.0628, 0.7739, -2.0517, -4.7485, -5.1197, 0.7613, -2.0532, -4.7192, -4.8550, 0.8257, L, 3.9057
1477010456550000, -5.1662, 0.5369, -2.0847, -4.7313, -5.2174, 0.4538, -2.0785, -4.8874, -4.8474, 0.1810, R, 5.3719
1477010456600000, -5.2713, 0.3007, -2.1191, -4.7130, -5.2911, 0.2176, -2.0454, -4.8506, -5.1231, 0.2573, L, 1.5665
1477010456650000, -5.3782, 0.0655, -2.1548, -4.6937, -5.4060, 0.1179, -2.0720, -4.5171, -5.9981, -0.2908, R, 9.6781
1477010456700000, -5.4869, -0.1688, -2.1918, -4.6733, -5.4751, -0.1251, -2.0318, -4.5494, -5.2997, -0.2130, L, 2.0504
1477010456750000, -5.5975, -0.4020, -2.2301, -4.6518, -5.5944, -0.3286, -2.1204, -4.4820, -5.6445, -0.1445, R, 1.6534
1477010456800000, -5.7100, -0.6341, -2.2697, -4.6292, -5.7273, -0.5310, -2.1965, -4.4112, -5.8536, -0.4458, L, 1.2607
1477010456850000, -5.8246, -0.8650, -2.3106, -4.6054, -5.8445, -0.7703, -2.3427, -4.4817, -5.3095, -0.7245, R, 5.5749
1477010456900000, -5.9412, -1.0947, -2.3526, -4.5803, -5.9419, -1.0519, -2.3229, -4.6238, -5.8784, -1.2686, L, 2.8860
1477010456950000, -6.0599, -1.3232, -2.3958, -4.5540, -6.0315, -1.3313, -2.2807, -4.7414, -5.6807, -1.5287, R, 3.7679
1477010457000000, -6.1809, -1.5503, -2.4401, -4.5265, -6.1691, -1.5505, -2.3570, -4.6827, -6.2726, -1.5094, L, 0.6905
1477010457050000, -6.3041, -1.7759, -2.4855, -4.4976, -6.3127, -1.8018, -2.5516, -4.7597, -6.1136, -1.7597, R, 3.3938
1477010457100000, -6.4295, -2.0001, -2.5320, -4.4674, -6.4194, -2.0668, -2.5348, -4.8125, -6.3401, -2.1368, L, 0.6598
1477010457150000, -6.5574, -2.2228, -2.5795, -4.4359, -6.5683, -2.2705, -2.5969, -4.6835, -6.9934, -2.1745, R, 3.1035
1477010457200000, -6.6876, -2.4439, -2.6279, -4.4029, -6.7184, -2.4849, -2.6815, -4.6109, -6.7929, -2.4458, L, 0.4126
1477010457250000, -6.8203, -2.6632, -2.6772, -4.3685, -6.8729, -2.7006, -2.7712, -4.5499, -7.1441, -2.6758, R, 1.0336
1477010457300000, -6.9555, -2.8808, -2.7274, -4.3326, -6.9637, -2.9833, -2.6929, -4.6695, -6.8003, -3.1009, L, 2.4464
1477010457350000, -7.0932, -3.0966, -2.7784, -4.2952, -7.0899, -3.2092, -2.6696, -4.6101, -7.1394, -3.2203, R, 0.4086
1477010457400000, -7.2334, -3.3105, -2.8302, -4.2563, -7.2148, -3.3998, -2.7060, -4.5037, -7.1212, -3.2643, L, 1.4792
1477010457450000, -7.3763, -3.5224, -2.8827, -4.2159, -7.3589, -3.6559, -2.7293, -4.5489, -7.7719, -4.0900, R, 4.3712
1477010457500000, -7.5218, -3.7322, -2.9358, -4.1738, -7.5201, -3.7803, -2.8583, -4.2891, -7.4901, -3.4908, L, 5.0499
1477010457550000, -7.6700, -3.9399, -2.9895, -4.1301, -7.6643, -3.9912, -2.9245, -4.2699, -7.5239, -3.8821, R, 0.4645
1477010457600000, -7.8209, -4.1454, -3.0438, -4.0848, -7.8185, -4.2239, -2.9713, -4.2829, -7.8805, -4.2978, L, 0.5002
1477010457650000, -7.9746, -4.3485, -3.0986, -4.0378, -7.9684, -4.4446, -3.0010, -4.2641, -8.0852, -4.5783, R, 0.3863
1477010457700000, -8.1310, -4.5493, -3.1538, -3.9891, -8.1302, -4.6869, -3.0469, -4.2987, -8.2249, -4.7981, L, 1.1436
1477010457750000, -8.2901, -4.7476, -3.2093, -3.9386, -8.2681, -4.8861, -2.9667, -4.1756, -8.4530, -4.9562, R, 2.3390
1477010457800000, -8.4520, -4.9433, -3.2651, -3.8864, -8.3991, -5.1036, -2.9605, -4.1798, -8.3355, -5.1059, L, 0.2311
1477010457850000, -8.6168, -5.1364, -3.3212, -3.8324, -8.5467, -5.2621, -2.9550, -4.0053, -8.5506, -4.7925, R, 3.4809
1477010457900000, -8.7843, -5.3267, -3.3774, -3.7766, -8.7365, -5.4592, -3.0664, -3.9597, -8.9148, -5.5175, L, 1.8886
1477010457950000, -8.9547, -5.5142, -3.4338, -3.7190, -8.8967, -5.6548, -3.1087, -3.9222, -9.0411, -5.6936, R, 0.2606
1477010458000000, -9.1279, -5.6987, -3.4901, -3.6596, -9.0525, -5.8386, -3.1487, -3.8693, -9.0339, -5.8027, L, 0.0911
1477010458050000, -9.3039, -5.8803, -3.5464, -3.5982, -9.1927, -5.9866, -3.1201, -3.7130, -8.8690, -5.4197, R, 5.4492
1477010458100000, -9.4827, -6.0587, -3.6026, -3.5350, -9.3697, -6.0794, -3.2260, -3.4751, -9.3081, -5.8237, L, 4.0624
1477010458150000, -9.6643, -6.2339, -3.6586, -3.4699, -9.5480, -6.2616, -3.3158, -3.4632, -9.8065, -6.4117, R, 1.1338
1477010458200000, -9.8487, -6.4058, -3.7143, -3.4029, -9.6846, -6.4757, -3.2866, -3.5275, -9.6255, -6.5596, L, 0.7035
1477010458250000, -10.0359, -6.5743, -3.7697, -3.3340, -9.9112, -6.6360, -3.5201, -3.4782, -10.6688, -6.3554, R, 7.2363
1477010458300000, -10.2259, -6.7393, -3.8246, -3.2632, -10.1153, -6.8035, -3.6199, -3.4053, -10.2246, -6.8340, L, 0.6984
1477010458350000, -10.4186, -6.9008, -3.8791, -3.1905, -10.3026, -6.9638, -3.7098, -3.3547, -10.2205, -6.7104, R, 0.8783
1477010458400000, -10.6140, -7.0585, -3.9329, -3.1158, -10.5341, -7.1507, -3.8370, -3.3207, -10.7616, -7.2916, L, 3.7715
1477010458450000, -10.8121, -7.2124, -3.9861, -3.0392, -10.7424, -7.2886, -3.9358, -3.2010, -10.8944, -6.8334, R, 1.7178
1477010458500000, -11.0128, -7.3625, -4.0386, -2.9606, -10.9909, -7.4555, -4.0809, -3.1249, -11.2219, -7.5698, L, 3.5187
1477010458550000, -11.2161, -7.5086, -4.0902, -2.8802, -11.1800, -7.5905, -4.0671, -2.9933, -10.9860, -7.3707, R, 1.3394
1477010458600000, -11.4220, -7.6506, -4.1409, -2.7978, -11.3251, -7.7487, -4.0005, -2.9845, -11.0934, -7.6776, L, 3.1848
1477010458650000, -11.6304, -7.7885, -4.1907, -2.7135, -11.5214, -7.8716, -4.0309, -2.8602, -11.4213, -7.4609, R, 1.6872
1477010458700000, -11.8413, -7.9221, -4.2393, -2.6273, -11.6985, -7.9756, -4.0401, -2.7280, -11.5269, -7.8215, L, 2.8097
1477010458750000, -12.0546, -8.0513, -4.2868, -2.5392, -11.8905, -8.0844, -3.9998, -2.5611, -11.9422, -7.8832, R, 1.2889
1477010458800000, -12.2702, -8.1761, -4.3331, -2.4493, -12.1027, -8.1747, -4.0721, -2.4083, -12.0900, -8.0883, L, 0.4698
1477010458850000, -12.4881, -8.2963, -4.3780, -2.3576, -12.3350, -8.3034, -4.2774, -2.4175, -12.4462, -8.0212, R, 2.9192
1477010458900000, -12.7082, -8.4119, -4.4216, -2.2640, -12.5372, -8.3862, -4.3068, -2.2663, -12.4231, -8.2599, L, 1.5511
1477010458950000, -12.9304, -8.5228, -4.4636, -2.1686, -12.7415, -8.4688, -4.2648, -2.0825, -12.7461, -8.1945, R, 1.4430
1477010459000000, -13.1547, -8.6289, -4.5041, -2.0715, -13.0213, -8.5611, -4.4262, -1.9347, -13.2911, -8.6459, L, 4.3106
1477010459050000, -13.3810, -8.7300, -4.5429, -1.9727, -13.2758, -8.6595, -4.5792, -1.8636, -13.7929, -8.4716, R, 2.7577
1477010459100000, -13.6092, -8.8262, -4.5800, -1.8721, -13.4956, -8.7089, -4.6074, -1.6770, -13.3840, -8.5758, L, 1.6310
1477010459150000, -13.8392, -8.9173, -4.6152, -1.7700, -13.7086, -8.7463, -4.5265, -1.4303, -13.6376, -8.2634, R, 3.3624
1477010459200000, -14.0709, -9.0032, -4.6486, -1.6662, -13.9315, -8.8634, -4.5466, -1.4338, -13.9959, -8.9926, L, 1.1952
1477010459250000, -14.3043, -9.0840, -4.6800, -1.5609, -14.1911, -8.9520, -4.7435, -1.4242, -14.4737, -8.7955, R, 2.9150
1477010459300000, -14.5391, -9.1594, -4.7094, -1.4540, -14.4126, -9.0721, -4.7327, -1.4536, -14.4273, -9.1875, L, 0.8564
1477010459350000, -14.7754, -9.2294, -4.7366, -1.3457, -14.6407, -9.1424, -4.7108, -1.3460, -14.5757, -9.3263, R, 0.3572
1477010459400000, -15.0130, -9.2940, -4.7616, -1.2360, -14.9310, -9.1385, -4.8453, -1.0573, -15.0620, -9.0440, L, 1.7659
1477010459450000, -15.2517, -9.3530, -4.7844, -1.1250, -15.1929, -9.2096, -4.9021, -0.9879, -15.6189, -9.6936, R, 4.5281
1477010459500000, -15.4916, -9.4065, -4.8048, -1.0127, -15.4569, -9.3332, -4.9419, -1.0536, -15.6682, -9.5675, L, 5.4049
1477010459550000, -15.7324, -9.4543, -4.8228, -0.8992, -15.6960, -9.3631, -4.8563, -0.8597, -15.9382, -9.3575, R, 2.0739
1477010459600000, -15.9741, -9.4964, -4.8383, -0.7845, -15.9511, -9.4520, -4.8866, -0.8646, -16.0862, -9.5982, L, 2.1524
1477010459650000, -16.2164, -9.5328, -4.8512, -0.6687, -16.2005, -9.4621, -4.8693, -0.6674, -16.6033, -8.8546, R, 2.1479
1477010459700000, -16.4594, -9.5633, -4.8616, -0.5520, -16.4507, -9.4550, -4.8981, -0.4704, -16.4229, -9.3703, L, 0.4863
1477010459750000, -16.7027, -9.5880, -4.8693, -0.4343, -16.6630, -9.4592, -4.8198, -0.3225, -16.0110, -9.3349, R, 4.9587
1477010459800000, -16.9464, -9.6067, -4.8743, -0.3158, -16.9496, -9.4402, -4.9048, -0.1092, -17.1132, -9.4304, L, 1.5417
1477010459850000, -17.1903, -9.6195, -4.8765, -0.1965, -17.2026, -9.5019, -4.9716, -0.1545, -16.9255, -10.8571, R, 7.9896
1477010459900000, -17.4342, -9.6264, -4.8758, -0.0765, -17.4637, -9.5206, -4.9945, -0.0714, -17.5448, -9.5748, L, 0.5035
1477010459950000, -17.6781, -9.6272, -4.8723, 0.0441, -17.7204, -9.5107, -4.9653, 0.0866, -18.1371, -9.3915, R, 1.6657
1477010460000000, -17.9216, -9.6219, -4.8659, 0.1652, -17.9757, -9.4766, -4.9756, 0.2668, -17.9724, -9.4230, L, 0.1907
1477010460050000, -18.1648, -9.6106, -4.8565, 0.2866, -18.2172, -9.4411, -4.9099, 0.4467, -18.3083, -9.1878, R, 0.5946
1477010460100000, -18.4074, -9.5933, -4.8441, 0.4085, -18.4100, -9.4946, -4.8088, 0.3569, -18.2763, -9.6100, L, 2.1007
1477010460150000, -18.6493, -9.5698, -4.8286, 0.5305, -18.6457, -9.4851, -4.8451, 0.4136, -18.2443, -9.5855, R, 1.7556
1477010460200000, -18.8904, -9.5402, -4.8101, 0.6527, -18.8958, -9.4740, -4.8490, 0.4902, -18.9545, -9.5154, L, 0.2746
1477010460250000, -19.1305, -9.5045, -4.7885, 0.7749, -19.1252, -9.4377, -4.8518, 0.5933, -18.6983, -9.0289, R, 3.9024
1477010460300000, -19.3694, -9.4626, -4.7638, 0.8971, -19.3777, -9.3091, -4.8537, 0.9268, -19.2983, -9.0987, L, 3.1106
1477010460350000, -19.6069, -9.4147, -4.7359, 1.0191, -19.6096, -9.2339, -4.7575, 1.1186, -19.7037, -8.7991, R, 1.1039
1477010460400000, -19.8431, -9.3607, -4.7049, 1.1408, -19.8669, -9.1029, -4.7495, 1.4191, -19.8731, -8.9642, L, 1.3063
1477010460450000, -20.0775, -9.3006, -4.6707, 1.2622, -20.1072, -8.9974, -4.7193, 1.6211, -20.3815, -7.6755, R, 4.9030
1477010460500000, -20.3102, -9.2345, -4.6333, 1.3830, -20.2609, -9.1526, -4.5576, 1.1586, -20.1607, -9.5966, L, 14.2963
1477010460550000, -20.5409, -9.1623, -4.5927, 1.5033, -20.4991, -9.1151, -4.5832, 1.1961, -20.4587, -9.7448, R, 1.5888
1477010460600000, -20.7696, -9.0841, -4.5490, 1.6230, -20.7242, -9.0117, -4.5537, 1.3814, -20.6596, -8.9153, L, 0.7834
1477010460650000, -20.9959, -8.9999, -4.5020, 1.7418, -20.9669, -8.9318, -4.5333, 1.5078, -21.5568, -8.5005, R, 2.5524
1477010460700000, -21.2198, -8.9099, -4.4519, 1.8597, -21.1613, -8.8642, -4.4492, 1.5707, -21.0195, -8.8508, L, 1.0899
1477010460750000, -21.4412, -8.8139, -4.3986, 1.9767, -21.3940, -8.7792, -4.4076, 1.6862, -21.8628, -8.6413, R, 1.9790
1477010460800000, -21.6597, -8.7122, -4.3422, 2.0925, -21.5819, -8.7593, -4.3221, 1.6189, -21.5029, -8.8719, L, 1.2853
1477010460850000, -21.8754, -8.6047, -4.2827, 2.2071, -21.7682, -8.6267, -4.1222, 1.8334, -21.9514, -7.4127, R, 6.2134
1477010460900000, -22.0881, -8.4914, -4.2201, 2.3204, -21.9716, -8.5449, -4.0772, 1.9023, -21.9793, -8.5709, L, 0.0466
1477010460950000, -22.2975, -8.3726, -4.1544, 2.4323, -22.1814, -8.4416, -4.0981, 2.0000, -22.1914, -7.7039, R, 2.1750
1477010461000000, -22.5035, -8.2482, -4.0856, 2.5427, -22.4188, -8.3322, -4.1068, 2.1188, -22.5838, -8.3530, L, 1.4723
1477010461050000, -22.7061, -8.1183, -4.0139, 2.6515, -22.6071, -8.2229, -4.0037, 2.2146, -22.3177, -8.5776, R, 0.7813
1477010461100000, -22.9049, -7.9830, -3.9392, 2.7585, -22.8611, -7.9539, -3.9991, 2.6892, -22.9861, -7.6724, L, 6.4745
1477010461150000, -23.1000, -7.8424, -3.8616, 2.8637, -23.0510, -7.8043, -3.8152, 2.8479, -23.2693, -8.3203, R, 3.3684
1477010461200000, -23.2911, -7.6966, -3.7812, 2.9670, -23.2847, -7.6160, -3.7866, 3.0774, -23.4777, -7.5658, L, 2.2541
1477010461250000, -23.4781, -7.5457, -3.6979, 3.0683, -23.4872, -7.4737, -3.8091, 3.1371, -23.4730, -7.0210, R, 1.8508
1477010461300000, -23.6609, -7.3898, -3.6119, 3.1675, -23.6500, -7.3359, -3.6866, 3.1826, -23.5408, -7.3607, L, 0.7032
1477010461350000, -23.8393, -7.2290, -3.5232, 3.2645, -23.8435, -7.1711, -3.6459, 3.2870, -24.0505, -6.5697, R, 0.9034
1477010461400000, -24.0132, -7.0634, -3.4319, 3.3592, -23.9977, -7.0939, -3.5362, 3.1726, -23.9384, -7.2617, L, 2.1435
1477010461450000, -24.1825, -6.8931, -3.3380, 3.4515, -24.1660, -6.9106, -3.4127, 3.3134, -24.3577, -5.9409, R, 1.9564
1477010461500000, -24.3470, -6.7182, -3.2417, 3.5414, -24.3339, -6.6429, -3.2933, 3.6258, -24.2574, -6.4352, L, 3.0992
1477010461550000, -24.5066, -6.5390, -3.1429, 3.6287, -24.5013, -6.4654, -3.1578, 3.7147, -24.7880, -7.1837, R, 3.4808
1477010461600000, -24.6612, -6.3554, -3.0418, 3.7135, -24.5910, -6.3444, -2.9621, 3.6369, -24.3008, -6.4380, L, 5.2517
1477010461650000, -24.8107, -6.1676, -2.9385, 3.7955, -24.7317, -6.1578, -2.8536, 3.7242, -24.6108, -6.0088, R, 0.2993
1477010461700000, -24.9550, -5.9759, -2.8330, 3.8748, -24.9184, -5.9432, -2.8156, 3.8766, -25.1460, -5.9190, L, 2.8324
1477010461750000, -25.0940, -5.7802, -2.7254, 3.9513, -25.0501, -5.7366, -2.7063, 3.9749, -24.8975, -5.0229, R, 1.8421
1477010461800000, -25.2276, -5.5808, -2.6158, 4.0249, -25.1807, -5.5714, -2.6009, 3.9727, -25.1941, -5.6437, L, 0.3530
1477010461850000, -25.3556, -5.3778, -2.5043, 4.0956, -25.3351, -5.3848, -2.6006, 4.0110, -25.5328, -5.4399, R, 1.3252
1477010461900000, -25.4779, -5.1713, -2.3911, 4.1632, -25.4824, -5.1528, -2.5238, 4.1457, -25.5713, -5.1024, L, 0.6099
1477010461950000, -25.5946, -4.9615, -2.2761, 4.2278, -25.6131, -4.9784, -2.5081, 4.1251, -25.0178, -6.5590, R, 6.2584
1477010462000000, -25.7055, -4.7486, -2.1596, 4.2893, -25.7257, -4.8149, -2.4043, 4.0849, -25.6952, -4.8999, L, 0.5436
1477010462050000, -25.8105, -4.5327, -2.0415, 4.3476, -25.8466, -4.6081, -2.3336, 4.1402, -25.8162, -4.4068, R, 0.1713
1477010462100000, -25.9096, -4.3139, -1.9220, 4.4028, -25.9625, -4.3557, -2.2333, 4.2864, -25.9516, -4.2666, L, 0.5321
1477010462150000, -26.0027, -4.0925, -1.8012, 4.4547, -26.0707, -4.1336, -2.0136, 4.3608, -26.8953, -4.4397, R, 11.2581
1477010462200000, -26.0897, -3.8686, -1.6793, 4.5034, -26.1654, -3.8363, -1.8654, 4.5781, -26.1198, -3.6772, L, 1.7743
1477010462250000, -26.1706, -3.6423, -1.5562, 4.5487, -26.2391, -3.5953, -1.6078, 4.6576, -26.5652, -3.8572, R, 3.4324
1477010462300000, -26.2453, -3.4138, -1.4322, 4.5908, -26.2666, -3.3289, -1.3656, 4.7579, -25.9974, -3.2472, L, 4.2240
1477010462350000, -26.3138, -3.1833, -1.3073, 4.6295, -26.3168, -3.0814, -1.1449, 4.8177, -26.2976, -3.0108, R, 0.3613
1477010462400000, -26.3760, -2.9510, -1.1816, 4.6649, -26.3380, -2.8553, -0.9368, 4.8099, -26.1741, -2.8789, L, 1.4660
1477010462450000, -26.4319, -2.7170, -1.0553, 4.6970, -26.3964, -2.6316, -0.8379, 4.8039, -26.4681, -3.4497, R, 1.5456
1477010462500000, -26.4815, -2.4814, -0.9284, 4.7256, -26.4685, -2.5017, -0.7783, 4.6101, -26.6740, -2.7385, L, 5.8492
1477010462550000, -26.5247, -2.2446, -0.8011, 4.7509, -26.5243, -2.2686, -0.7146, 4.6381, -26.6570, -1.7238, R, 1.1201
1477010462600000, -26.5616, -2.0065, -0.6734, 4.7728, -26.5731, -2.0800, -0.6178, 4.5711, -26.6691, -2.1733, L, 1.0483
1477010462650000, -26.5921, -1.7674, -0.5456, 4.7914, -26.6044, -1.8467, -0.5388, 4.5938, -26.3248, -1.3226, R, 2.0542
1477010462700000, -26.6161, -1.5275, -0.4176, 4.8066, -26.6032, -1.5904, -0.3642, 4.6549, -26.4671, -1.5321, L, 1.1935
1477010462750000, -26.6338, -1.2869, -0.2895, 4.8185, -26.5998, -1.3661, -0.1613, 4.6432, -26.4998, -2.1953, R, 1.6058
1477010462800000, -26.6451, -1.0459, -0.1616, 4.8271, -26.6036, -1.1369, -0.0238, 4.6398, -26.5998, -1.1428, L, 0.0031
1477010462850000, -26.6500, -0.8044, -0.0339, 4.8324, -26.6331, -0.9177, 0.0398, 4.6199, -27.2008, -1.6768, R, 5.1356
1477010462900000, -26.6485, -0.5628, 0.0935, 4.8344, -26.6453, -0.6564, 0.1486, 4.6844, -26.7355, -0.5954, L, 0.6794
1477010462950000, -26.6406, -0.3212, 0.2206, 4.8332, -26.6325, -0.4140, 0.3357, 4.6985, -26.9891, 0.0351, R, 2.2839
1477010463000000, -26.6264, -0.0797, 0.3471, 4.8287, -26.5876, -0.1009, 0.5423, 4.8402, -26.4553, 0.0603, L, 2.6403
1477010463050000, -26.6059, 0.1615, 0.4730, 4.8212, -26.5681, 0.1739, 0.6934, 4.8885, -26.9537, 0.1369, R, 1.9507
1477010463100000, -26.5792, 0.4022, 0.5983, 4.8104, -26.5446, 0.4455, 0.8226, 4.9400, -26.6201, 0.5759, L, 1.2204
1477010463150000, -26.5462, 0.6423, 0.7227, 4.7967, -26.5331, 0.6893, 0.8495, 4.9137, -26.8241, 0.3815, R, 1.8388
1477010463200000, -26.5069, 0.8817, 0.8463, 4.7799, -26.5262, 0.9631, 0.9205, 4.9719, -26.7293, 1.0608, L, 2.7345
1477010463250000, -26.4616, 1.1201, 0.9690, 4.7601, -26.4886, 1.2263, 0.9448, 4.9867, -25.9562, 2.6041, R, 6.8801
1477010463300000, -26.4101, 1.3575, 1.0905, 4.7374, -26.4321, 1.4607, 1.0725, 4.9264, -26.3986, 1.4221, L, 0.1497
1477010463350000, -26.3526, 1.5936, 1.2110, 4.7118, -26.3928, 1.6803, 1.1185, 4.8401, -26.5072, -0.5639, R, 8.4405
1477010463400000, -26.2891, 1.8284, 1.3302, 4.6834, -26.3391, 1.8827, 1.2126, 4.7237, -26.3594, 1.7931, L, 0.5336
1477010463450000, -26.2197, 2.0617, 1.4481, 4.6524, -26.2704, 2.1134, 1.3527, 4.6828, -26.3475, 1.8283, R, 0.2945
1477010463500000, -26.1444, 2.2934, 1.5647, 4.6186, -26.2099, 2.2945, 1.4343, 4.5361, -26.2502, 2.1848, L, 0.8781
1477010463550000, -26.0633, 2.5234, 1.6798, 4.5822, -26.1473, 2.5177, 1.4768, 4.4966, -26.0690, 2.2790, R, 0.6749
1477010463600000, -25.9765, 2.7514, 1.7934, 4.5433, -26.0690, 2.7630, 1.5854, 4.5077, -26.0641, 2.8070, L, 0.1296
1477010463650000, -25.8841, 2.9775, 1.9054, 4.5020, -25.9734, 2.9851, 1.7950, 4.4601, -26.3234, 3.0239, R, 2.9961
1477010463700000, -25.7861, 3.2014, 2.0158, 4.4583, -25.8696, 3.2776, 1.9433, 4.5590, -25.8345, 3.4201, L, 1.4220
1477010463750000, -25.6826, 3.4231, 2.1245, 4.4123, -25.7862, 3.5094, 2.0329, 4.5244, -26.1824, 3.7338, R, 2.1202
1477010463800000, -25.5737, 3.6424, 2.2315, 4.3640, -25.6816, 3.7020, 2.1365, 4.4063, -25.6666, 3.6351, L, 0.3053
1477010463850000, -25.4596, 3.8592, 2.3366, 4.3137, -25.5651, 3.9077, 2.2680, 4.3218, -25.5773, 3.1332, R, 1.1474
1477010463900000, -25.3402, 4.0735, 2.4399, 4.2612, -25.5009, 4.0751, 2.2772, 4.1778, -25.7492, 3.9997, L, 3.7228
1477010463950000, -25.2157, 4.2851, 2.5413, 4.2069, -25.3784, 4.2733, 2.3971, 4.0987, -25.3516, 3.7569, R, 0.5890
1477010464000000, -25.0863, 4.4940, 2.6407, 4.1506, -25.2166, 4.4996, 2.5739, 4.0739, -25.0214, 4.5280, L, 2.1012
1477010464050000, -24.9518, 4.7000, 2.7382, 4.0925, -25.0670, 4.6933, 2.6530, 3.9872, -24.2719, 4.3092, R, 8.9635
1477010464100000, -24.8126, 4.9030, 2.8336, 4.0327, -24.9493, 4.8861, 2.7208, 3.9142, -25.0363, 4.8850, L, 0.4031
1477010464150000, -24.6686, 5.1030, 2.9270, 3.9713, -24.7935, 5.0754, 2.8398, 3.8320, -24.3609, 4.9595, R, 2.3178
1477010464200000, -24.5201, 5.2999, 3.0183, 3.9084, -24.6229, 5.2982, 2.9875, 3.8234, -24.5041, 5.3529, L, 0.9802
1477010464250000, -24.3670, 5.4937, 3.1075, 3.8440, -24.4503, 5.4773, 3.1762, 3.7132, -24.4379, 5.2459, R, 0.8802
1477010464300000, -24.2095, 5.6841, 3.1946, 3.7783, -24.2623, 5.6506, 3.3180, 3.5966, -24.1159, 5.6115, L, 1.2143
1477010464350000, -24.0477, 5.8713, 3.2796, 3.7113, -24.0976, 5.8097, 3.4389, 3.4617, -24.5638, 4.7584, R, 3.1368
1477010464400000, -23.8818, 6.0551, 3.3624, 3.6431, -23.9235, 5.9687, 3.5326, 3.3373, -23.9153, 5.9438, L, 0.0435
