time, x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, x_meas, y_meas, sensor, nis
11477010465050000, 23.8657, 11.5462, -4.2474, 2.5855, 23.7924, 11.3884, -4.2676, 2.2288, 23.7789, 11.2152, L, 1.9379
11477010465100000, 23.6522, 11.6736, -4.2891, 2.5059, 23.5959, 11.5054, -4.2410, 2.1638, 23.7361, 11.4278, R, 0.6177
11477010465150000, 23.4366, 11.7970, -4.3287, 2.4268, 23.3654, 11.6593, -4.3313, 2.1751, 23.3423, 11.7567, L, 0.6706
11477010465200000, 23.2191, 11.9164, -4.3662, 2.3482, 23.1463, 11.7753, -4.3717, 2.1096, 22.8857, 12.2555, R, 0.5173
11477010465250000, 22.9998, 12.0319, -4.4017, 2.2702, 22.8990, 11.9290, -4.4743, 2.1318, 22.8321, 12.0192, L, 0.8459
11477010465300000, 22.7788, 12.1436, -4.4353, 2.1930, 22.6889, 12.0519, -4.4620, 2.1011, 22.7202, 12.4833, R, 1.0931
11477010465350000, 22.5561, 12.2513, -4.4670, 2.1164, 22.4658, 12.1526, -4.4970, 2.0155, 22.4654, 12.1469, L, 0.0021
11477010465400000, 22.3319, 12.3553, -4.4968, 2.0407, 22.2662, 12.2686, -4.3911, 2.0133, 22.4194, 11.8766, R, 2.4155
11477010465450000, 22.1062, 12.4555, -4.5248, 1.9659, 21.9949, 12.3904, -4.5130, 1.9991, 21.7874, 12.3787, L, 2.3817
11477010465500000, 21.8792, 12.5520, -4.5511, 1.8919, 21.7706, 12.4864, -4.5869, 1.9043, 22.0426, 12.7495, R, 2.0011
11477010465550000, 21.6509, 12.6448, -4.5757, 1.8190, 21.5406, 12.5628, -4.6123, 1.7925, 21.5150, 12.5172, L, 0.1563
11477010465600000, 21.4215, 12.7340, -4.5988, 1.7471, 21.3264, 12.6523, -4.5632, 1.7422, 21.6464, 12.0735, R, 1.3013
11477010465650000, 21.1909, 12.8197, -4.6202, 1.6762, 21.0998, 12.8496, -4.6134, 1.9218, 21.2694, 13.1512, L, 6.8327
11477010465700000, 20.9593, 12.9018, -4.6401, 1.6065, 20.8539, 12.9360, -4.7414, 1.8025, 20.6799, 13.6331, R, 2.8067
11477010465750000, 20.7267, 12.9804, -4.6586, 1.5379, 20.6711, 12.9791, -4.6600, 1.6291, 20.8491, 12.9353, L, 2.0138
11477010465800000, 20.4932, 13.0557, -4.6757, 1.4705, 20.4262, 13.0129, -4.8232, 1.3843, 21.2381, 12.1655, R, 7.1451
11477010465850000, 20.2589, 13.1276, -4.6914, 1.4044, 20.1842, 13.1206, -4.8662, 1.3788, 20.2433, 13.2333, L, 0.9217
11477010465900000, 20.0239, 13.1962, -4.7059, 1.3395, 19.9363, 13.2078, -4.8308, 1.3719, 19.1758, 13.6223, R, 4.0639
11477010465950000, 19.7882, 13.2616, -4.7192, 1.2759, 19.7531, 13.1965, -4.7222, 1.1191, 19.8900, 13.0662, L, 2.3959
11477010466000000, 19.5518, 13.3239, -4.7313, 1.2137, 19.5142, 13.2818, -4.7301, 1.1142, 18.8414, 14.4265, R, 3.9094
11477010466050000, 19.3149, 13.3831, -4.7423, 1.1529, 19.2088, 13.3857, -4.8843, 1.1480, 18.9873, 13.4215, L, 2.9942
11477010466100000, 19.0774, 13.4392, -4.7523, 1.0934, 18.9676, 13.4221, -4.8929, 1.0248, 19.2999, 12.6552, R, 1.7178
11477010466150000, 18.8395, 13.4925, -4.7612, 1.0354, 18.7489, 13.4253, -4.8457, 0.8410, 18.7874, 13.3320, L, 0.6895
11477010466200000, 18.6011, 13.5429, -4.7693, 0.9788, 18.4906, 13.4674, -4.8939, 0.7576, 17.9617, 13.7891, R, 1.3509
11477010466250000, 18.3624, 13.5904, -4.7764, 0.9237, 18.2773, 13.5596, -4.8743, 0.7929, 18.5012, 13.7760, L, 5.1622
11477010466300000, 18.1233, 13.6353, -4.7828, 0.8700, 18.0329, 13.6395, -4.8187, 0.8567, 17.2223, 14.5158, R, 4.7843
11477010466350000, 17.8839, 13.6775, -4.7883, 0.8179, 17.8194, 13.6864, -4.7839, 0.8001, 17.9436, 13.7469, L, 1.0135
11477010466400000, 17.6443, 13.7172, -4.7932, 0.7673, 17.5831, 13.7167, -4.8528, 0.6760, 17.9681, 13.9542, R, 3.2758
11477010466450000, 17.4044, 13.7543, -4.7973, 0.7182, 17.3340, 13.7466, -4.8729, 0.5993, 17.3027, 13.7285, L, 0.0691
11477010466500000, 17.1644, 13.7890, -4.8009, 0.6707, 17.0940, 13.7906, -4.8894, 0.5553, 17.0811, 14.3435, R, 1.7947
11477010466550000, 16.9242, 13.8214, -4.8039, 0.6248, 16.8589, 13.8463, -4.8920, 0.5468, 16.9456, 13.9531, L, 1.0165
11477010466600000, 16.6839, 13.8516, -4.8063, 0.5804, 16.6319, 13.8501, -4.8388, 0.4417, 17.3034, 12.7369, R, 4.4460
11477010466650000, 16.4434, 13.8795, -4.8082, 0.5376, 16.4521, 13.8218, -4.7131, 0.2615, 16.6201, 13.7709, L, 1.9433
11477010466700000, 16.2029, 13.9054, -4.8097, 0.4965, 16.2326, 13.8491, -4.6238, 0.2627, 16.2884, 13.7529, R, 1.1809
11477010466750000, 15.9623, 13.9292, -4.8109, 0.4569, 16.0324, 13.8462, -4.5658, 0.1645, 16.1305, 13.8507, L, 0.5596
11477010466800000, 15.7217, 13.9511, -4.8116, 0.4189, 15.8204, 13.8457, -4.5001, 0.1044, 16.2232, 13.2228, R, 1.7865
11477010466850000, 15.4810, 13.9712, -4.8120, 0.3826, 15.5557, 13.8958, -4.5910, 0.1447, 15.4765, 13.9799, L, 0.9063
11477010466900000, 15.2404, 13.9895, -4.8122, 0.3479, 15.3342, 13.9059, -4.6070, 0.0767, 15.6433, 14.1690, R, 2.0456
11477010466950000, 14.9997, 14.0060, -4.8121, 0.3148, 15.1133, 13.9480, -4.6062, 0.0991, 15.2167, 14.0962, L, 1.7527
11477010467000000, 14.7591, 14.0210, -4.8118, 0.2834, 14.9143, 13.9309, -4.5803, -0.0336, 16.1471, 13.3014, R, 7.7573
11477010467050000, 14.5184, 14.0344, -4.8113, 0.2536, 14.6182, 13.9643, -4.7166, -0.0039, 14.4216, 13.9722, L, 2.3223
11477010467100000, 14.2778, 14.0464, -4.8107, 0.2254, 14.3721, 13.9568, -4.7328, -0.0716, 14.0834, 13.8593, R, 0.9248
11477010467150000, 14.0373, 14.0570, -4.8099, 0.1989, 14.0440, 14.0083, -4.9208, 0.0173, 13.7936, 14.0438, L, 3.9526
11477010467200000, 13.7967, 14.0663, -4.8091, 0.1741, 13.7681, 14.0175, -4.9275, 0.0435, 12.7125, 13.9172, R, 9.5120
11477010467250000, 13.5563, 14.0745, -4.8082, 0.1509, 13.5217, 14.0284, -4.9317, 0.0228, 13.5367, 14.0609, L, 0.0703
11477010467300000, 13.3158, 14.0815, -4.8073, 0.1293, 13.2752, 14.0340, -4.8936, 0.0308, 13.1756, 13.7467, R, 1.3713
11477010467350000, 13.0755, 14.0874, -4.8064, 0.1095, 13.0619, 14.0032, -4.8240, -0.0798, 13.1207, 13.9437, L, 0.4763
11477010467400000, 12.8351, 14.0925, -4.8054, 0.0912, 12.8307, 13.9955, -4.7601, -0.0887, 13.0120, 13.4479, R, 2.2106
11477010467450000, 12.5949, 14.0966, -4.8045, 0.0746, 12.6113, 13.9749, -4.7189, -0.1589, 12.6500, 13.9493, L, 0.1448
11477010467500000, 12.3546, 14.1000, -4.8037, 0.0597, 12.3925, 13.9885, -4.6393, -0.1055, 12.6389, 13.9709, R, 1.3285
11477010467550000, 12.1144, 14.1026, -4.8029, 0.0464, 12.1775, 14.0390, -4.6271, -0.0226, 12.3331, 14.2770, L, 4.3027
11477010467600000, 11.8743, 14.1046, -4.8021, 0.0348, 11.9384, 14.0683, -4.6229, 0.0487, 11.5246, 14.5844, R, 1.9188
11477010467650000, 11.6342, 14.1061, -4.8015, 0.0249, 11.6699, 14.0481, -4.6864, 0.0009, 11.5002, 13.8978, L, 2.7190
11477010467700000, 11.3941, 14.1072, -4.8010, 0.0166, 11.4409, 14.0923, -4.6524, 0.1134, 11.3723, 14.7565, R, 3.9779
11477010467750000, 11.1541, 14.1078, -4.8006, 0.0100, 11.1512, 14.1400, -4.7714, 0.2153, 11.0254, 14.2062, L, 1.3423
11477010467800000, 10.9140, 14.1082, -4.8003, 0.0050, 10.9207, 14.1152, -4.8128, 0.0584, 11.2440, 14.1065, R, 2.5131
11477010467850000, 10.6740, 14.1084, -4.8001, 0.0017, 10.6294, 14.1230, -4.9121, 0.0683, 10.4680, 14.0591, L, 1.6906
